"lb_nom_abg","cd_poul","GS1","GS2","id","nom","prenom","numero_licence","ordre","libelle","distance_km","indemnite","couple","lb_catc","presence"
"DFU13-3","D3E","PDL0049061 - CLUB 61 - ","PDL0049024 - CLUB 24 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DFU15-3","D3E","PDL0049061 - CLUB 61 - 2","PDL0049007 - CLUB 7 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DFU11-3-P2-P2","D3E","PDL0049067 - CLUB 67 - 2","PDL0049022 - CLUB 22 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DM3-P2","DM3BB","PDL0049068 - CLUB 68 - 1","PDL0049062 - CLUB 62 - ","ID 231","NOM 199","Prénom 11","LIC 231",2,"Arbitre","","","NON","Seniors","P"
"DMU13-2","D2B","PDL0049001 - CLUB 1 - ","PDL0049030 - CLUB 30 - 3","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DMU15-4-P2","D4B","PDL0049001 - CLUB 1 - 3","PDL0049059 - CLUB 59 - 3","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DFU11-4-P2-P2","D4B","PDL0049002 - CLUB 2 - 3","PDL0049040 - CLUB 40 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DMU15-3-P2","D3B","PDL0049003 - CLUB 3 - ","PDL0049001 - CLUB 1 - 1","ID 14","NOM 14","Prénom 14","LIC 14",1,"Arbitre","","","NON","U15","P"
"DM3-P2","DM3BB","PDL0049005 - CLUB 5 - ","PDL0049030 - CLUB 30 - 3","ID 1229","NOM 847","Prénom 142","LIC 1229",1,"Arbitre","","","NON","Seniors","P"
"DM3-P2","DM3BB","PDL0049005 - CLUB 5 - ","PDL0049030 - CLUB 30 - 3","ID 1230","NOM 848","Prénom 345","LIC 345",2,"Arbitre","","","NON","Seniors","P"
"DMU11-3-P2-P2","D3G","PDL0049083 - CLUB 83 - ","PDL0049019 - CLUB 19 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DMU9-4-P2-P2","D4B","PDL0049083 - CLUB 83 - ","PDL0049019 - CLUB 19 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DM3","DM 3B","PDL0049009 - CLUB 9 - 3","PDL0049030 - CLUB 30 - 3","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"DFU9-3-P2-P2","D3E","PDL0049022 - CLUB 22 - ","PDL0049098 - CLUB 98 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DMU11-4-P2-P2","D4E","PDL0049023 - CLUB 23 - 4","PDL0049094 - CLUB 94 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DMU15-3","D3E","PDL0049024 - CLUB 24 - 2","PDL0049017 - CLUB 17 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DFU9-4-P2","D4B","PDL0049025 - CLUB 25 - 1","PDL0049059 - CLUB 59 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DMU13-4-P2","D4E","PDL0049090 - CLUB 90 - ","PDL0049011 - CLUB 11 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DFU13-4-P2","D4E","PDL0049090 - CLUB 90 - ","PDL0049012 - CLUB 12 - ","ID 65","NOM 64","Prénom 63","LIC 65",3,"Arbitre","","","NON","U13","P"
"DFU13-4-P2","D4E","PDL0049090 - CLUB 90 - ","PDL0049012 - CLUB 12 - ","ID 1772","NOM 788","Prénom 25","LIC 1769",1,"Arbitre","","","NON","U13","P"
"DFU11-3-P2-P2","D3E","PDL0049028 - CLUB 28 - 1","PDL0049039 - CLUB 39 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DMU17-2","D2B","PDL0049029 - CLUB 29 - ","PDL0049030 - CLUB 30 - 4","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U17",""
"DFU13-3-P2","D3B","PDL0049033 - CLUB 33 - ","PDL0049030 - CLUB 30 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DFU15-4-P2","D4B","PDL0049036 - CLUB 36 - 2","PDL0049083 - CLUB 83 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DMU13-4","D4E","PDL0049076 - CLUB 76 - ","PDL0049022 - CLUB 22 - 3","ID 347","NOM 49","Prénom 153","LIC 347",2,"Arbitre","","","NON","U13","P"
"DMU13-4","D4E","PDL0049076 - CLUB 76 - ","PDL0049022 - CLUB 22 - 3","ID 606","NOM 49","Prénom 371","LIC 606",1,"Officiel de Table de Marque","","","NON","U13","P"
"DMU13-4","D4E","PDL0049076 - CLUB 76 - ","PDL0049022 - CLUB 22 - 3","ID 835","NOM 629","Prénom 155","LIC 835",1,"Arbitre","","","NON","U13","P"
"DM5-P2","DM5HB","PDL0049044 - CLUB 44 - 3","PDL0049050 - CLUB 50 - 3","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"DFU13-4","D4B","PDL0049045 - CLUB 45 - ","PDL0049016 - CLUB 16 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DM4-P2","DM4BB","PDL0049045 - CLUB 45 - 2","PDL0049001 - CLUB 1 - 3","ID 609","NOM 289","Prénom 32","LIC 609",1,"Chronometreur","","","NON","Seniors","P"
"DM4-P2","DM4BB","PDL0049045 - CLUB 45 - 2","PDL0049001 - CLUB 1 - 3","ID 357","NOM 289","Prénom 259","LIC 357",1,"Marqueur","","","NON","Seniors","P"
"DM4","DM 4B","PDL0049045 - CLUB 45 - 2","PDL0049028 - CLUB 28 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"DM5","DM 5G","PDL0049047 - CLUB 47 - 3","PDL0049013 - CLUB 13 - 3","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"DMU13-3-P2","D3E","PDL0049049 - CLUB 49 - ","PDL0049073 - CLUB 73 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DF4-P2","DF4HB","PDL0049077 - CLUB 77 - 2","PDL0049078 - CLUB 78 - ","ID 1060","NOM 766","Prénom 301","LIC 1060",1,"Arbitre","","","NON","Seniors","P"
"DF4-P2","DF4HB","PDL0049077 - CLUB 77 - 2","PDL0049078 - CLUB 78 - ","ID 2086","NOM 359","Prénom 739","LIC 2081",1,"Délégué de club","","","NON","Seniors","P"
"DF4-P2","DF4HB","PDL0049077 - CLUB 77 - 2","PDL0049078 - CLUB 78 - ","ID 1062","NOM 359","Prénom 149","LIC 1062",1,"Marqueur","","","NON","Seniors","P"
"DF4-P2","DF4HB","PDL0049077 - CLUB 77 - 2","PDL0049078 - CLUB 78 - ","ID 2087","NOM 619","Prénom 665","LIC 2082",1,"Chronometreur","","","NON","Seniors","P"
"DF4-P2","DF4HB","PDL0049077 - CLUB 77 - 2","PDL0049078 - CLUB 78 - ","ID 2088","NOM 658","Prénom 155","LIC 2083",2,"Arbitre","","","NON","Seniors","P"
"DFU15-3","D3E","PDL0049052 - CLUB 52 - 2","PDL0049084 - CLUB 84 - 2","ID 1024","NOM 241","Prénom 21","LIC 1024",1,"Arbitre","","","NON","U15","P"
"DMU9-3-P2-P2","D3E","PDL0049084 - CLUB 84 - 2","PDL0049024 - CLUB 24 - 5","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DMU13-3","D3G","PDL0049084 - CLUB 84 - 2","PDL0049054 - CLUB 54 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DMU11-2-P2-P2","D2E","PDL0049079 - CLUB 79 - 1","PDL0049043 - CLUB 43 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DMU17-3","D3B","PDL0049056 - CLUB 56 - 2","PDL0049046 - CLUB 46 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U17",""
"DFU9-2-P2-P2","D2E","PDL0049063 - CLUB 63 - ","PDL0049079 - CLUB 79 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DMU13-2-P2","D2E","PDL0049064 - CLUB 64 - 1","PDL0049061 - CLUB 61 - 1","ID 784","NOM 592","Prénom 430","LIC 784",1,"Arbitre","","","NON","U13","P"
"DF4","DF 4E","PDL0049064 - CLUB 64 - 2","PDL0049069 - CLUB 69 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"DFU13-3","D3E","PDL0049094 - CLUB 94 - 2","PDL0049054 - CLUB 54 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DM5-P2","DM5HB","PDL0049006 - CLUB 6 - 2","PDL0049096 - CLUB 96 - 4","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"DMU15-3","D3E","PDL0049007 - CLUB 7 - ","PDL0049047 - CLUB 47 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DFU13-3","D3E","PDL0049007 - CLUB 7 - 2","PDL0049064 - CLUB 64 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DFU9-4-P2","D4B","PDL0049087 - CLUB 87 - ","PDL0049059 - CLUB 59 - 3","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DM5","DM 5G","PDL0049011 - CLUB 11 - 4","PDL0049044 - CLUB 44 - 2","ID 459","NOM 367","Prénom 77","LIC 459",1,"Chronometreur","","","NON","Seniors","P"
"DM5","DM 5G","PDL0049011 - CLUB 11 - 4","PDL0049044 - CLUB 44 - 2","ID 459","NOM 367","Prénom 77","LIC 459",1,"Officiel de Table de Marque","","","NON","Seniors","P"
"DFU9-2-P2-P2","D2E","PDL0049012 - CLUB 12 - 1","PDL0049054 - CLUB 54 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DMU13-2","D2B","PDL0049015 - CLUB 15 - 1","PDL0049059 - CLUB 59 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DM3-P2","DM3BB","PDL0049015 - CLUB 15 - 3","PDL0049056 - CLUB 56 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"DFU13-3-P2","D3B","PDL0049016 - CLUB 16 - 2","PDL0049041 - CLUB 41 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DFU11-3-P2-P2","D3E","PDL0049017 - CLUB 17 - ","PDL0049049 - CLUB 49 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DFU13-4-P2","D4E","PDL0049022 - CLUB 22 - 2","PDL0049011 - CLUB 11 - 2","ID 893","NOM 638","Prénom 77","LIC 893",1,"Arbitre","","","NON","U13","P"
"DFU9-3-P2-P2","D3E","PDL0049074 - CLUB 74 - ","PDL0049043 - CLUB 43 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DFU11-4-P2-P2","D4B","PDL0049030 - CLUB 30 - 2","PDL0049062 - CLUB 62 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DMU11-3-P2-P2","D3G","PDL0049033 - CLUB 33 - 1","PDL0049042 - CLUB 42 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DM4","DM 4B","PDL0049036 - CLUB 36 - 4","PDL0049017 - CLUB 17 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"DMU9-4-P2-P2","D4B","PDL0049040 - CLUB 40 - ","PDL0049020 - CLUB 20 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DM3","DM 3B","PDL0049040 - CLUB 40 - ","PDL0049056 - CLUB 56 - 1","ID 163","NOM 108","Prénom 138","LIC 163",1,"Aide marqueur","","","NON","Seniors","P"
"DMU15-4-P2","D4B","PDL0049041 - CLUB 41 - 2","PDL0049025 - CLUB 25 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DFU13-4","D4B","PDL0049089 - CLUB 89 - ","PDL0049077 - CLUB 77 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DF4","DF 4E","PDL0049049 - CLUB 49 - 3","PDL0049074 - CLUB 74 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"DM4-P2","DM4BB","PDL0049049 - CLUB 49 - 3","PDL0049067 - CLUB 67 - ","ID 1084","NOM 778","Prénom 521","LIC 1084",1,"Arbitre","","","NON","Seniors","P"
"DMU11-2-P2-P2","D2E","PDL0049084 - CLUB 84 - ","PDL0049063 - CLUB 63 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DMU13-2-P2","D2E","PDL0049084 - CLUB 84 - 2","PDL0049044 - CLUB 44 - 1","ID 847","NOM 639","Prénom 451","LIC 847",1,"Arbitre","","","NON","U13","P"
"DMU9-3-P2-P2","D3E","PDL0049079 - CLUB 79 - 2","PDL0049007 - CLUB 7 - 3","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DMU17-3","D3B","PDL0049058 - CLUB 58 - ","PDL0049009 - CLUB 9 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U17",""
"DMU15-3-P2","D3B","PDL0049062 - CLUB 62 - ","PDL0049009 - CLUB 9 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DMU13-3","D3G","PDL0049063 - CLUB 63 - ","PDL0049061 - CLUB 61 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DFU15-3","D3E","PDL0049063 - CLUB 63 - 2","PDL0049079 - CLUB 79 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DFU15-4-P2","D4B","PDL0049082 - CLUB 82 - ","PDL0049020 - CLUB 20 - ","ID 420","NOM 336","Prénom 294","LIC 420",1,"Arbitre","","","NON","U15","P"
"DF4-P2","DF4HB","PDL0049069 - CLUB 69 - 2","PDL0049056 - CLUB 56 - 3","ID 2089","NOM 60","Prénom 228","LIC 2084",1,"Chronometreur","","","NON","Seniors","P"
"DF4-P2","DF4HB","PDL0049069 - CLUB 69 - 2","PDL0049056 - CLUB 56 - 3","ID 2090","NOM 1210","Prénom 5","LIC 2085",1,"Marqueur","","","NON","Seniors","P"
"DF4-P2","DF4HB","PDL0049069 - CLUB 69 - 2","PDL0049056 - CLUB 56 - 3","ID 182","NOM 164","Prénom 29","LIC 182",1,"Délégué de club","","","NON","Seniors","P"
"DF4-P2","DF4HB","PDL0049069 - CLUB 69 - 2","PDL0049056 - CLUB 56 - 3","ID 2091","NOM 164","Prénom 166","LIC 2086",1,"Arbitre","","","NON","Seniors","P"
"DF4-P2","DF4HB","PDL0049069 - CLUB 69 - 2","PDL0049056 - CLUB 56 - 3","ID 2092","NOM 341","Prénom 375","LIC 2087",1,"Aide marqueur","","","NON","Seniors","P"
"DF4-P2","DF4HB","PDL0049069 - CLUB 69 - 2","PDL0049056 - CLUB 56 - 3","ID 246","NOM 209","Prénom 98","LIC 246",2,"Arbitre","","","NON","Seniors","P"
"DFU9-4-P2","D4C","PDL0049007 - CLUB 7 - 2","PDL0049095 - CLUB 95 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DMU11-3-P2-P2","D3H","PDL0049010 - CLUB 10 - 1","PDL0049068 - CLUB 68 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DMU15-3","D3F","PDL0049011 - CLUB 11 - 1","PDL0049023 - CLUB 23 - 5","ID 1972","NOM 1259","Prénom 318","LIC 1969",2,"Arbitre","","","NON","U15","P"
"DMU15-3","D3F","PDL0049011 - CLUB 11 - 1","PDL0049023 - CLUB 23 - 5","ID 1130","NOM 800","Prénom 315","LIC 1130",1,"Arbitre","","","NON","U15","P"
"DMU11-2-P2-P2","D2F","PDL0049012 - CLUB 12 - ","PDL0049061 - CLUB 61 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DF4","DF 4F","PDL0049012 - CLUB 12 - 2","PDL0049013 - CLUB 13 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"DFU13-3-P2","D3C","PDL0049013 - CLUB 13 - ","PDL0049032 - CLUB 32 - 1","ID 1275","NOM 878","Prénom 294","LIC 1274",2,"Arbitre","","","NON","U13","P"
"DFU13-3-P2","D3C","PDL0049013 - CLUB 13 - ","PDL0049032 - CLUB 32 - 1","ID 1106","NOM 788","Prénom 71","LIC 1106",1,"Arbitre","","","NON","U13","P"
"DFU15-4-P2","D4C","PDL0049015 - CLUB 15 - ","PDL0049068 - CLUB 68 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DMU13-2-P2","D2F","PDL0049017 - CLUB 17 - ","PDL0049011 - CLUB 11 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DM3-P2","DM3BC","PDL0049017 - CLUB 17 - 1","PDL0049052 - CLUB 52 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"DM3","DM 3C","PDL0049018 - CLUB 18 - 2","PDL0049015 - CLUB 15 - 3","ID 93","NOM 90","Prénom 85","LIC 93",1,"Arbitre","","","NON","Seniors","P"
"DM3","DM 3C","PDL0049018 - CLUB 18 - 2","PDL0049015 - CLUB 15 - 3","ID 566","NOM 439","Prénom 354","LIC 566",2,"Arbitre","","","NON","Seniors","P"
"DMU13-2","D2C","PDL0049023 - CLUB 23 - 2","PDL0049022 - CLUB 22 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DM4-P2","DM4BC","PDL0049095 - CLUB 95 - ","PDL0049049 - CLUB 49 - 4","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"DFU11-3-P2-P2","D3F","PDL0049090 - CLUB 90 - ","PDL0049032 - CLUB 32 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DFU13-4","D4C","PDL0049090 - CLUB 90 - ","PDL0049046 - CLUB 46 - 3","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DFU9-3-P2-P2","D3F","PDL0049028 - CLUB 28 - 2","PDL0049034 - CLUB 34 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DFU9-2-P2-P2","D2F","PDL0049032 - CLUB 32 - 1","PDL0049038 - CLUB 38 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DMU9-3-P2-P2","D3F","PDL0049034 - CLUB 34 - ","PDL0049011 - CLUB 11 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DMU11-4-P2-P2","D4F","PDL0049034 - CLUB 34 - ","PDL0049024 - CLUB 24 - 5","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DMU13-3","D3H","PDL0049034 - CLUB 34 - ","PDL0049028 - CLUB 28 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DMU17-3","D3C","PDL0049035 - CLUB 35 - ","PDL0049078 - CLUB 78 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U17",""
"DMU13-4-P2","D4F","PDL0049038 - CLUB 38 - 3","PDL0049064 - CLUB 64 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DMU13-4","D4F","PDL0049043 - CLUB 43 - ","PDL0049084 - CLUB 84 - 3","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DM5-P2","DM5HC","PDL0049043 - CLUB 43 - 2","PDL0049078 - CLUB 78 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"DFU11-4-P2-P2","D4C","PDL0049089 - CLUB 89 - ","PDL0049087 - CLUB 87 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DFU13-3","D3F","PDL0049084 - CLUB 84 - 2","PDL0049012 - CLUB 12 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DFU15-3","D4D","PDL0049055 - CLUB 55 - ","PDL0049048 - CLUB 48 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DMU15-4-P2","D4C","PDL0049058 - CLUB 58 - ","PDL0049045 - CLUB 45 - 2","ID 1127","NOM 649","Prénom 533","LIC 1127",1,"Marqueur","","","NON","U15","P"
"DMU15-3-P2","D3C","PDL0049059 - CLUB 59 - 2","PDL0049066 - CLUB 66 - 3","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DF4-P2","DF4HC","PDL0049063 - CLUB 63 - 2","PDL0049074 - CLUB 74 - ","ID 1428","NOM 172","Prénom 603","LIC 1426",1,"Arbitre","","","NON","Seniors","P"
"DF4-P2","DF4HC","PDL0049063 - CLUB 63 - 2","PDL0049074 - CLUB 74 - ","ID 2093","NOM 150","Prénom 50","LIC 2088",2,"Arbitre","","","NON","Seniors","P"
"DF4-P2","DF4HC","PDL0049063 - CLUB 63 - 2","PDL0049074 - CLUB 74 - ","ID 1745","NOM 575","Prénom 663","LIC 1742",1,"Délégué de club","","","NON","Seniors","P"
"DF4-P2","DF4HC","PDL0049063 - CLUB 63 - 2","PDL0049074 - CLUB 74 - ","ID 1748","NOM 560","Prénom 664","LIC 1745",1,"Chronometreur","","","NON","Seniors","P"
"DM4","DM 4C","PDL0049067 - CLUB 67 - ","PDL0049095 - CLUB 95 - ","ID 937","NOM 194","Prénom 122","LIC 937",1,"Arbitre","","","NON","Seniors","P"
"DMU17-2","D2C","PDL0049067 - CLUB 67 - ","PDL0049028 - CLUB 28 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U17",""
"DFU13-4-P2","D4F","PDL0049069 - CLUB 69 - ","PDL0049075 - CLUB 75 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DMU15-3-P2","D3C","PDL0049005 - CLUB 5 - 1","PDL0049026 - CLUB 26 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DMU9-4-P2-P2","D4C","PDL0049071 - CLUB 71 - ","PDL0049087 - CLUB 87 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DFU15-4-P2","D4C","PDL0049010 - CLUB 10 - ","PDL0049005 - CLUB 5 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DFU9-2-P2-P2","D2F","PDL0049011 - CLUB 11 - 1","PDL0049086 - CLUB 86 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DMU13-3","D3H","PDL0049011 - CLUB 11 - 1","PDL0049017 - CLUB 17 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DM5","DM 5H","PDL0049012 - CLUB 12 - 2","PDL0049073 - CLUB 73 - 3","ID 557","NOM 37","Prénom 276","LIC 557",2,"Arbitre","","","NON","Seniors","P"
"DM5","DM 5H","PDL0049012 - CLUB 12 - 2","PDL0049073 - CLUB 73 - 3","ID 294","NOM 223","Prénom 50","LIC 294",1,"Arbitre","","","NON","Seniors","P"
"DFU11-3-P2-P2","D3F","PDL0049013 - CLUB 13 - ","PDL0049038 - CLUB 38 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DFU13-4","D4C","PDL0049017 - CLUB 17 - ","PDL0049032 - CLUB 32 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DM3","DM 3C","PDL0049022 - CLUB 22 - 2","PDL0049069 - CLUB 69 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"DMU13-4-P2","D4F","PDL0049022 - CLUB 22 - 3","PDL0049023 - CLUB 23 - 5","ID 1121","NOM 795","Prénom 531","LIC 1121",1,"Arbitre","","","NON","U13","P"
"DFU13-4-P2","D4F","PDL0049024 - CLUB 24 - 2","PDL0049070 - CLUB 70 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DMU11-2-P2-P2","D2F","PDL0049024 - CLUB 24 - 3","PDL0049049 - CLUB 49 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DMU15-4-P2","D4C","PDL0049095 - CLUB 95 - ","PDL0049068 - CLUB 68 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DM4","DM 4C","PDL0049026 - CLUB 26 - 2","PDL0049073 - CLUB 73 - 2","ID 693","NOM 530","Prénom 184","LIC 693",1,"Arbitre","","","NON","Seniors","P"
"DMU17-2","D2C","PDL0049090 - CLUB 90 - ","PDL0049032 - CLUB 32 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U17",""
"DFU13-3","D3F","PDL0049032 - CLUB 32 - 1","PDL0049038 - CLUB 38 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DMU13-2-P2","D2F","PDL0049038 - CLUB 38 - 1","PDL0049013 - CLUB 13 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DFU9-4-P2","D4C","PDL0049088 - CLUB 88 - ","PDL0049071 - CLUB 71 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DM5-P2","DM5HC","PDL0049076 - CLUB 76 - ","PDL0049054 - CLUB 54 - 4","ID 606","NOM 49","Prénom 371","LIC 606",1,"Marqueur","","","NON","Seniors","P"
"DMU9-3-P2-P2","D3F","PDL0049049 - CLUB 49 - ","PDL0049088 - CLUB 88 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DF4-P2","DF4HC","PDL0049049 - CLUB 49 - 2","PDL0049007 - CLUB 7 - 2","ID 2094","NOM 99","Prénom 453","LIC 2089",2,"Arbitre","","","NON","Seniors","P"
"DF4-P2","DF4HC","PDL0049049 - CLUB 49 - 2","PDL0049007 - CLUB 7 - 2","ID 2095","NOM 1322","Prénom 740","LIC 2090",1,"Arbitre","","","NON","Seniors","P"
"DF4-P2","DF4HC","PDL0049049 - CLUB 49 - 2","PDL0049007 - CLUB 7 - 2","ID 1737","NOM 897","Prénom 661","LIC 1734",1,"Marqueur","","","NON","Seniors","P"
"DFU13-3-P2","D3C","PDL0049050 - CLUB 50 - ","PDL0049014 - CLUB 14 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DFU9-3-P2-P2","D3F","PDL0049050 - CLUB 50 - ","PDL0049049 - CLUB 49 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DMU13-4","D4F","PDL0049098 - CLUB 98 - ","PDL0049044 - CLUB 44 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DMU13-3-P2","D3F","PDL0049098 - CLUB 98 - ","PDL0049054 - CLUB 54 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
